Código,Município,Código TI,Território de Identidade,QtMédicosSUS,QtMédicosNãoSUS,QtEnfermeirosSUS,QtEnfermeirosNãoSUS,QtProfissionais,QtMédicos,QtEnfermeiros,QtSUS,QtNãoSUS,LogQtMédicosSUS,LogQtMédicosNãoSUS,LogQtEnfermeirosSUS,LogQtEnfermeirosNãoSUS,LogQtProfissionais,LogQtMédicos,LogQtEnfermeiros,LogQtSUS,LogQtNãoSUS
2923209,Oliveira dos Brejinhos,2,Velho Chico,7,0,12,0,19,7,12,19,0,"0,84509804",-1,"1,079181246",-1,"1,278753601","0,84509804","1,079181246","1,278753601",-1
2923308,Ouriçangas,18,Litoral Norte e Agreste Baiano,4,0,5,0,9,4,5,9,0,"0,6020599913",-1,"0,6989700043",-1,"0,9542425094","0,6020599913","0,6989700043","0,9542425094",-1
2923357,Ourolândia,16,Piemonte da Diamantina,5,2,10,1,18,7,11,15,3,"0,6989700043","0,3010299957",1,0,"1,2552725051","0,84509804","1,0413926852","1,1760912591","0,4771212547"
2923407,Palmas de Monte Alto,13,Sertão Produtivo,7,0,11,0,18,7,11,18,0,"0,84509804",-1,"1,0413926852",-1,"1,2552725051","0,84509804","1,0413926852","1,2552725051",-1
2923506,Palmeiras,3,Chapada Diamantina,5,0,6,1,12,5,7,11,1,"0,6989700043",-1,"0,7781512504",0,"1,079181246","0,6989700043","0,84509804","1,0413926852",0
2923605,Paramirim,12,Bacia do Paramirim,16,6,35,4,61,22,39,51,10,"1,2041199827","0,7781512504","1,5440680444","0,6020599913","1,785329835","1,3424226808","1,591064607","1,7075701761",1
2923704,Paratinga,2,Velho Chico,5,0,17,0,22,5,17,22,0,"0,6989700043",-1,"1,2304489214",-1,"1,3424226808","0,6989700043","1,2304489214","1,3424226808",-1
2923803,Paripiranga,17,Semiárido Nordeste II,10,3,19,0,32,13,19,29,3,1,"0,4771212547","1,278753601",-1,"1,5051499783","1,1139433523","1,278753601","1,4623979979","0,4771212547"
2923902,Pau-Brasil,5,Litoral Sul,4,0,12,0,16,4,12,16,0,"0,6020599913",-1,"1,079181246",-1,"1,2041199827","0,6020599913","1,079181246","1,2041199827",-1
2924009,Paulo Afonso,24,Itaparica,108,50,93,8,259,158,101,201,58,"2,0334237555","1,6989700043","1,9684829486","0,903089987","2,4132997641","2,198657087","2,0043213738","2,3031960574","1,7634279936"
2924058,Pé de Serra,15,Bacia do Jacuípe,7,1,14,0,22,8,14,21,1,"0,84509804",0,"1,1461280357",-1,"1,3424226808","0,903089987","1,1461280357","1,3222192947",0
2924108,Pedrão,18,Litoral Norte e Agreste Baiano,3,0,6,0,9,3,6,9,0,"0,4771212547",-1,"0,7781512504",-1,"0,9542425094","0,4771212547","0,7781512504","0,9542425094",-1
2924207,Pedro Alexandre,17,Semiárido Nordeste II,5,0,13,0,18,5,13,18,0,"0,6989700043",-1,"1,1139433523",-1,"1,2552725051","0,6989700043","1,1139433523","1,2552725051",-1
2924306,Piatã,3,Chapada Diamantina,5,1,14,0,20,6,14,19,1,"0,6989700043",0,"1,1461280357",-1,"1,3010299957","0,7781512504","1,1461280357","1,278753601",0
2924405,Pilão Arcado,10,Sertão do São Francisco,7,0,12,0,19,7,12,19,0,"0,84509804",-1,"1,079181246",-1,"1,278753601","0,84509804","1,079181246","1,278753601",-1
2924504,Pindaí,13,Sertão Produtivo,1,0,13,0,14,1,13,14,0,0,-1,"1,1139433523",-1,"1,1461280357",0,"1,1139433523","1,1461280357",-1
2924603,Pindobaçu,25,Piemonte Norte do Itapicuru,3,0,7,0,10,3,7,10,0,"0,4771212547",-1,"0,84509804",-1,1,"0,4771212547","0,84509804",1,-1
2924652,Pintadas,15,Bacia do Jacuípe,2,0,7,0,9,2,7,9,0,"0,3010299957",-1,"0,84509804",-1,"0,9542425094","0,3010299957","0,84509804","0,9542425094",-1
2924678,Piraí do Norte,6,Baixo Sul,0,0,7,0,7,0,7,7,0,-1,-1,"0,84509804",-1,"0,84509804",-1,"0,84509804","0,84509804",-1
2924702,Piripá,20,Sudoeste Baiano,3,0,17,0,20,3,17,20,0,"0,4771212547",-1,"1,2304489214",-1,"1,3010299957","0,4771212547","1,2304489214","1,3010299957",-1
2924801,Piritiba,14,Piemonte do Paraguaçu,7,0,13,0,20,7,13,20,0,"0,84509804",-1,"1,1139433523",-1,"1,3010299957","0,84509804","1,1139433523","1,3010299957",-1
2924900,Planaltino,9,Vale do Jiquiriçá,1,0,5,0,6,1,5,6,0,0,-1,"0,6989700043",-1,"0,7781512504",0,"0,6989700043","0,7781512504",-1
2925006,Planalto,20,Sudoeste Baiano,6,0,17,0,23,6,17,23,0,"0,7781512504",-1,"1,2304489214",-1,"1,361727836","0,7781512504","1,2304489214","1,361727836",-1
2925105,Poções,20,Sudoeste Baiano,16,8,36,0,60,24,36,52,8,"1,2041199827","0,903089987","1,5563025008",-1,"1,7781512504","1,3802112417","1,5563025008","1,7160033436","0,903089987"
2925204,Pojuca,26,Metropolitano de Salvador,29,3,40,0,72,32,40,69,3,"1,4623979979","0,4771212547","1,6020599913",-1,"1,8573324964","1,5051499783","1,6020599913","1,8388490907","0,4771212547"
2925253,Ponto Novo,25,Piemonte Norte do Itapicuru,3,0,5,0,8,3,5,8,0,"0,4771212547",-1,"0,6989700043",-1,"0,903089987","0,4771212547","0,6989700043","0,903089987",-1
2925303,Porto Seguro,27,Costa do Descobrimento,98,32,167,4,301,130,171,265,36,"1,9912260757","1,5051499783","2,2227164711","0,6020599913","2,4785664956","2,1139433523","2,2329961104","2,4232458739","1,5563025008"
2925402,Potiraguá,8,Médio Sudoeste da Bahia,3,0,9,0,12,3,9,12,0,"0,4771212547",-1,"0,9542425094",-1,"1,079181246","0,4771212547","0,9542425094","1,079181246",-1
2925501,Prado,7,Extremo Sul,16,1,29,0,46,17,29,45,1,"1,2041199827",0,"1,4623979979",-1,"1,6627578317","1,2304489214","1,4623979979","1,6532125138",0
2925600,Presidente Dutra,1,Irecê,1,0,16,0,17,1,16,17,0,0,-1,"1,2041199827",-1,"1,2304489214",0,"1,2041199827","1,2304489214",-1
2925709,Presidente Jânio Quadros,20,Sudoeste Baiano,5,0,14,1,20,5,15,19,1,"0,6989700043",-1,"1,1461280357",0,"1,3010299957","0,6989700043","1,1760912591","1,278753601",0
2925758,Presidente Tancredo Neves,6,Baixo Sul,11,4,19,1,35,15,20,30,5,"1,0413926852","0,6020599913","1,278753601",0,"1,5440680444","1,1760912591","1,3010299957","1,4771212547","0,6989700043"
2925808,Queimadas,4,Sisal,7,1,15,0,23,8,15,22,1,"0,84509804",0,"1,1760912591",-1,"1,361727836","0,903089987","1,1760912591","1,3424226808",0
2925907,Quijingue,4,Sisal,9,0,15,0,24,9,15,24,0,"0,9542425094",-1,"1,1760912591",-1,"1,3802112417","0,9542425094","1,1760912591","1,3802112417",-1
2925931,Quixabeira,15,Bacia do Jacuípe,1,0,7,0,8,1,7,8,0,0,-1,"0,84509804",-1,"0,903089987",0,"0,84509804","0,903089987",-1
2925956,Rafael Jambeiro,14,Piemonte do Paraguaçu,10,0,23,0,33,10,23,33,0,1,-1,"1,361727836",-1,"1,5185139399",1,"1,361727836","1,5185139399",-1
2926004,Remanso,10,Sertão do São Francisco,21,5,26,3,55,26,29,47,8,"1,3222192947","0,6989700043","1,414973348","0,4771212547","1,7403626895","1,414973348","1,4623979979","1,6720978579","0,903089987"
2926103,Retirolândia,4,Sisal,8,0,14,0,22,8,14,22,0,"0,903089987",-1,"1,1461280357",-1,"1,3424226808","0,903089987","1,1461280357","1,3424226808",-1
2926202,Riachão das Neves,11,Bacia do Rio Grande,4,0,16,0,20,4,16,20,0,"0,6020599913",-1,"1,2041199827",-1,"1,3010299957","0,6020599913","1,2041199827","1,3010299957",-1
2926301,Riachão do Jacuípe,15,Bacia do Jacuípe,11,1,29,4,45,12,33,40,5,"1,0413926852",0,"1,4623979979","0,6020599913","1,6532125138","1,079181246","1,5185139399","1,6020599913","0,6989700043"
2926400,Riacho de Santana,2,Velho Chico,9,1,22,0,32,10,22,31,1,"0,9542425094",0,"1,3424226808",-1,"1,5051499783",1,"1,3424226808","1,4913616938",0
2926509,Ribeira do Amparo,17,Semiárido Nordeste II,7,0,15,0,22,7,15,22,0,"0,84509804",-1,"1,1760912591",-1,"1,3424226808","0,84509804","1,1760912591","1,3424226808",-1
2926608,Ribeira do Pombal,17,Semiárido Nordeste II,24,4,57,2,87,28,59,81,6,"1,3802112417","0,6020599913","1,7558748557","0,3010299957","1,9395192526","1,4471580313","1,7708520116","1,9084850189","0,7781512504"
2926657,Ribeirão do Largo,20,Sudoeste Baiano,3,0,7,0,10,3,7,10,0,"0,4771212547",-1,"0,84509804",-1,1,"0,4771212547","0,84509804",1,-1
2926707,Rio de Contas,3,Chapada Diamantina,3,0,12,0,15,3,12,15,0,"0,4771212547",-1,"1,079181246",-1,"1,1760912591","0,4771212547","1,079181246","1,1760912591",-1
2926806,Rio do Antônio,13,Sertão Produtivo,3,0,8,1,12,3,9,11,1,"0,4771212547",-1,"0,903089987",0,"1,079181246","0,4771212547","0,9542425094","1,0413926852",0
2926905,Rio do Pires,12,Bacia do Paramirim,5,0,8,0,13,5,8,13,0,"0,6989700043",-1,"0,903089987",-1,"1,1139433523","0,6989700043","0,903089987","1,1139433523",-1
2927002,Rio Real,18,Litoral Norte e Agreste Baiano,14,0,27,0,41,14,27,41,0,"1,1461280357",-1,"1,4313637642",-1,"1,6127838567","1,1461280357","1,4313637642","1,6127838567",-1
2927101,Rodelas,24,Itaparica,9,0,10,0,19,9,10,19,0,"0,9542425094",-1,1,-1,"1,278753601","0,9542425094",1,"1,278753601",-1
2927200,Ruy Barbosa,14,Piemonte do Paraguaçu,17,1,29,0,47,18,29,46,1,"1,2304489214",0,"1,4623979979",-1,"1,6720978579","1,2552725051","1,4623979979","1,6627578317",0
2927309,Salinas da Margarida,21,Recôncavo,7,0,19,0,26,7,19,26,0,"0,84509804",-1,"1,278753601",-1,"1,414973348","0,84509804","1,278753601","1,414973348",-1
2927507,Santa Bárbara,19,Portal do Sertão,6,1,17,0,24,7,17,23,1,"0,7781512504",0,"1,2304489214",-1,"1,3802112417","0,84509804","1,2304489214","1,361727836",0
2927606,Santa Brígida,17,Semiárido Nordeste II,2,0,15,0,17,2,15,17,0,"0,3010299957",-1,"1,1760912591",-1,"1,2304489214","0,3010299957","1,1760912591","1,2304489214",-1
2927705,Santa Cruz Cabrália,27,Costa do Descobrimento,12,0,18,0,30,12,18,30,0,"1,079181246",-1,"1,2552725051",-1,"1,4771212547","1,079181246","1,2552725051","1,4771212547",-1
2927804,Santa Cruz da Vitória,8,Médio Sudoeste da Bahia,5,0,7,0,12,5,7,12,0,"0,6989700043",-1,"0,84509804",-1,"1,079181246","0,6989700043","0,84509804","1,079181246",-1
2927903,Santa Inês,9,Vale do Jiquiriçá,3,1,13,0,17,4,13,16,1,"0,4771212547",0,"1,1139433523",-1,"1,2304489214","0,6020599913","1,1139433523","1,2041199827",0
2928000,Santaluz,4,Sisal,22,1,40,1,64,23,41,62,2,"1,3424226808",0,"1,6020599913",0,"1,806179974","1,361727836","1,6127838567","1,7923916895","0,3010299957"
2928059,Santa Luzia,5,Litoral Sul,2,0,14,0,16,2,14,16,0,"0,3010299957",-1,"1,1461280357",-1,"1,2041199827","0,3010299957","1,1461280357","1,2041199827",-1
2928109,Santa Maria da Vitória,23,Bacia do Rio Corrente,22,3,36,0,61,25,36,58,3,"1,3424226808","0,4771212547","1,5563025008",-1,"1,785329835","1,3979400087","1,5563025008","1,7634279936","0,4771212547"
2928208,Santana,23,Bacia do Rio Corrente,12,0,12,0,24,12,12,24,0,"1,079181246",-1,"1,079181246",-1,"1,3802112417","1,079181246","1,079181246","1,3802112417",-1
2928307,Santanópolis,19,Portal do Sertão,2,0,6,0,8,2,6,8,0,"0,3010299957",-1,"0,7781512504",-1,"0,903089987","0,3010299957","0,7781512504","0,903089987",-1
2928406,Santa Rita de Cássia,11,Bacia do Rio Grande,11,0,26,0,37,11,26,37,0,"1,0413926852",-1,"1,414973348",-1,"1,5682017241","1,0413926852","1,414973348","1,5682017241",-1
2928505,Santa Terezinha,14,Piemonte do Paraguaçu,4,0,9,0,13,4,9,13,0,"0,6020599913",-1,"0,9542425094",-1,"1,1139433523","0,6020599913","0,9542425094","1,1139433523",-1
2928604,Santo Amaro,21,Recôncavo,40,6,44,0,90,46,44,84,6,"1,6020599913","0,7781512504","1,6434526765",-1,"1,9542425094","1,6627578317","1,6434526765","1,9242792861","0,7781512504"
2928703,Santo Antônio de Jesus,21,Recôncavo,106,34,103,41,284,140,144,209,75,"2,0253058653","1,531478917","2,0128372247","1,6127838567","2,45331834","2,1461280357","2,1583624921","2,3201462861","1,8750612634"
2928802,Santo Estevão,19,Portal do Sertão,15,2,31,0,48,17,31,46,2,"1,1760912591","0,3010299957","1,4913616938",-1,"1,6812412374","1,2304489214","1,4913616938","1,6627578317","0,3010299957"
2928901,São Desidério,11,Bacia do Rio Grande,7,0,26,0,33,7,26,33,0,"0,84509804",-1,"1,414973348",-1,"1,5185139399","0,84509804","1,414973348","1,5185139399",-1
2928950,São Domingos,4,Sisal,8,0,7,0,15,8,7,15,0,"0,903089987",-1,"0,84509804",-1,"1,1760912591","0,903089987","0,84509804","1,1760912591",-1
2929008,São Félix,21,Recôncavo,23,0,24,0,47,23,24,47,0,"1,361727836",-1,"1,3802112417",-1,"1,6720978579","1,361727836","1,3802112417","1,6720978579",-1
2929057,São Félix do Coribe,23,Bacia do Rio Corrente,6,0,14,0,20,6,14,20,0,"0,7781512504",-1,"1,1461280357",-1,"1,3010299957","0,7781512504","1,1461280357","1,3010299957",-1
2929107,São Felipe,21,Recôncavo,9,1,16,0,26,10,16,25,1,"0,9542425094",0,"1,2041199827",-1,"1,414973348",1,"1,2041199827","1,3979400087",0
2929206,São Francisco do Conde,26,Metropolitano de Salvador,29,5,67,0,101,34,67,96,5,"1,4623979979","0,6989700043","1,8260748027",-1,"2,0043213738","1,531478917","1,8260748027","1,982271233","0,6989700043"
2929255,São Gabriel,1,Irecê,2,0,9,0,11,2,9,11,0,"0,3010299957",-1,"0,9542425094",-1,"1,0413926852","0,3010299957","0,9542425094","1,0413926852",-1
2929305,São Gonçalo dos Campos,19,Portal do Sertão,9,3,16,0,28,12,16,25,3,"0,9542425094","0,4771212547","1,2041199827",-1,"1,4471580313","1,079181246","1,2041199827","1,3979400087","0,4771212547"
2929354,São José da Vitória,5,Litoral Sul,0,0,3,0,3,0,3,3,0,-1,-1,"0,4771212547",-1,"0,4771212547",-1,"0,4771212547","0,4771212547",-1
2929370,São José do Jacuípe,15,Bacia do Jacuípe,1,0,6,0,7,1,6,7,0,0,-1,"0,7781512504",-1,"0,84509804",0,"0,7781512504","0,84509804",-1
2929404,São Miguel das Matas,9,Vale do Jiquiriçá,4,0,6,0,10,4,6,10,0,"0,6020599913",-1,"0,7781512504",-1,1,"0,6020599913","0,7781512504",1,-1
2929503,São Sebastião do Passé,26,Metropolitano de Salvador,21,3,33,0,57,24,33,54,3,"1,3222192947","0,4771212547","1,5185139399",-1,"1,7558748557","1,3802112417","1,5185139399","1,7323937598","0,4771212547"
2929602,Sapeaçu,21,Recôncavo,7,0,24,0,31,7,24,31,0,"0,84509804",-1,"1,3802112417",-1,"1,4913616938","0,84509804","1,3802112417","1,4913616938",-1
2929701,Sátiro Dias,18,Litoral Norte e Agreste Baiano,6,0,15,0,21,6,15,21,0,"0,7781512504",-1,"1,1760912591",-1,"1,3222192947","0,7781512504","1,1760912591","1,3222192947",-1
2929750,Saubara,21,Recôncavo,4,0,8,0,12,4,8,12,0,"0,6020599913",-1,"0,903089987",-1,"1,079181246","0,6020599913","0,903089987","1,079181246",-1
2929800,Saúde,16,Piemonte da Diamantina,3,0,6,0,9,3,6,9,0,"0,4771212547",-1,"0,7781512504",-1,"0,9542425094","0,4771212547","0,7781512504","0,9542425094",-1
2929909,Seabra,3,Chapada Diamantina,23,4,34,2,63,27,36,57,6,"1,361727836","0,6020599913","1,531478917","0,3010299957","1,7993405495","1,4313637642","1,5563025008","1,7558748557","0,7781512504"
2930006,Sebastião Laranjeiras,13,Sertão Produtivo,4,0,12,0,16,4,12,16,0,"0,6020599913",-1,"1,079181246",-1,"1,2041199827","0,6020599913","1,079181246","1,2041199827",-1
2930105,Senhor do Bonfim,25,Piemonte Norte do Itapicuru,29,19,32,4,84,48,36,61,23,"1,4623979979","1,278753601","1,5051499783","0,6020599913","1,9242792861","1,6812412374","1,5563025008","1,785329835","1,361727836"
2930154,Serra do Ramalho,2,Velho Chico,4,0,19,0,23,4,19,23,0,"0,6020599913",-1,"1,278753601",-1,"1,361727836","0,6020599913","1,278753601","1,361727836",-1
2930204,Sento Sé,10,Sertão do São Francisco,8,0,18,0,26,8,18,26,0,"0,903089987",-1,"1,2552725051",-1,"1,414973348","0,903089987","1,2552725051","1,414973348",-1
2930303,Serra Dourada,23,Bacia do Rio Corrente,7,0,13,0,20,7,13,20,0,"0,84509804",-1,"1,1139433523",-1,"1,3010299957","0,84509804","1,1139433523","1,3010299957",-1
2930402,Serra Preta,15,Bacia do Jacuípe,5,0,14,0,19,5,14,19,0,"0,6989700043",-1,"1,1461280357",-1,"1,278753601","0,6989700043","1,1461280357","1,278753601",-1
2930501,Serrinha,4,Sisal,22,13,67,2,104,35,69,89,15,"1,3424226808","1,1139433523","1,8260748027","0,3010299957","2,0170333393","1,5440680444","1,8388490907","1,9493900066","1,1760912591"
2930600,Serrolândia,16,Piemonte da Diamantina,3,0,8,0,11,3,8,11,0,"0,4771212547",-1,"0,903089987",-1,"1,0413926852","0,4771212547","0,903089987","1,0413926852",-1
2930709,Simões Filho,26,Metropolitano de Salvador,72,5,72,3,152,77,75,144,8,"1,8573324964","0,6989700043","1,8573324964","0,4771212547","2,1818435879","1,8864907252","1,8750612634","2,1583624921","0,903089987"
2930758,Sítio do Mato,2,Velho Chico,5,0,13,0,18,5,13,18,0,"0,6989700043",-1,"1,1139433523",-1,"1,2552725051","0,6989700043","1,1139433523","1,2552725051",-1
2930766,Sítio do Quinto,17,Semiárido Nordeste II,3,0,8,1,12,3,9,11,1,"0,4771212547",-1,"0,903089987",0,"1,079181246","0,4771212547","0,9542425094","1,0413926852",0
2930774,Sobradinho,10,Sertão do São Francisco,12,0,13,0,25,12,13,25,0,"1,079181246",-1,"1,1139433523",-1,"1,3979400087","1,079181246","1,1139433523","1,3979400087",-1
2930808,Souto Soares,3,Chapada Diamantina,1,0,7,0,8,1,7,8,0,0,-1,"0,84509804",-1,"0,903089987",0,"0,84509804","0,903089987",-1
2930907,Tabocas do Brejo Velho,23,Bacia do Rio Corrente,3,0,11,0,14,3,11,14,0,"0,4771212547",-1,"1,0413926852",-1,"1,1461280357","0,4771212547","1,0413926852","1,1461280357",-1
2931004,Tanhaçu,13,Sertão Produtivo,7,1,17,0,25,8,17,24,1,"0,84509804",0,"1,2304489214",-1,"1,3979400087","0,903089987","1,2304489214","1,3802112417",0
2931053,Tanque Novo,13,Sertão Produtivo,6,0,12,0,18,6,12,18,0,"0,7781512504",-1,"1,079181246",-1,"1,2552725051","0,7781512504","1,079181246","1,2552725051",-1
2931103,Tanquinho,19,Portal do Sertão,2,0,5,0,7,2,5,7,0,"0,3010299957",-1,"0,6989700043",-1,"0,84509804","0,3010299957","0,6989700043","0,84509804",-1
2931202,Taperoá,6,Baixo Sul,9,0,12,0,21,9,12,21,0,"0,9542425094",-1,"1,079181246",-1,"1,3222192947","0,9542425094","1,079181246","1,3222192947",-1
2931301,Tapiramutá,14,Piemonte do Paraguaçu,7,0,5,0,12,7,5,12,0,"0,84509804",-1,"0,6989700043",-1,"1,079181246","0,84509804","0,6989700043","1,079181246",-1
2931350,Teixeira de Freitas,7,Extremo Sul,150,62,120,30,362,212,150,270,92,"2,1760912591","1,7923916895","2,079181246","1,4771212547","2,5587085705","2,3263358609","2,1760912591","2,4313637642","1,9637878273"
2931400,Teodoro Sampaio,19,Portal do Sertão,2,1,6,0,9,3,6,8,1,"0,3010299957",0,"0,7781512504",-1,"0,9542425094","0,4771212547","0,7781512504","0,903089987",0
2931509,Teofilândia,4,Sisal,7,0,14,0,21,7,14,21,0,"0,84509804",-1,"1,1461280357",-1,"1,3222192947","0,84509804","1,1461280357","1,3222192947",-1
2931608,Teolândia,6,Baixo Sul,6,0,16,0,22,6,16,22,0,"0,7781512504",-1,"1,2041199827",-1,"1,3424226808","0,7781512504","1,2041199827","1,3424226808",-1
2931707,Terra Nova,19,Portal do Sertão,6,0,14,0,20,6,14,20,0,"0,7781512504",-1,"1,1461280357",-1,"1,3010299957","0,7781512504","1,1461280357","1,3010299957",-1
2931806,Tremedal,20,Sudoeste Baiano,7,0,19,0,26,7,19,26,0,"0,84509804",-1,"1,278753601",-1,"1,414973348","0,84509804","1,278753601","1,414973348",-1
2931905,Tucano,4,Sisal,18,0,38,0,56,18,38,56,0,"1,2552725051",-1,"1,5797835966",-1,"1,748188027","1,2552725051","1,5797835966","1,748188027",-1
2932002,Uauá,10,Sertão do São Francisco,5,2,6,0,13,7,6,11,2,"0,6989700043","0,3010299957","0,7781512504",-1,"1,1139433523","0,84509804","0,7781512504","1,0413926852","0,3010299957"
2932101,Ubaíra,9,Vale do Jiquiriçá,7,0,13,0,20,7,13,20,0,"0,84509804",-1,"1,1139433523",-1,"1,3010299957","0,84509804","1,1139433523","1,3010299957",-1
2932200,Ubaitaba,5,Litoral Sul,6,0,17,0,23,6,17,23,0,"0,7781512504",-1,"1,2304489214",-1,"1,361727836","0,7781512504","1,2304489214","1,361727836",-1
2932309,Ubatã,22,Médio Rio de Contas,5,0,15,0,20,5,15,20,0,"0,6989700043",-1,"1,1760912591",-1,"1,3010299957","0,6989700043","1,1760912591","1,3010299957",-1
2932408,Uibaí,1,Irecê,4,0,7,0,11,4,7,11,0,"0,6020599913",-1,"0,84509804",-1,"1,0413926852","0,6020599913","0,84509804","1,0413926852",-1
2932457,Umburanas,16,Piemonte da Diamantina,4,0,8,0,12,4,8,12,0,"0,6020599913",-1,"0,903089987",-1,"1,079181246","0,6020599913","0,903089987","1,079181246",-1
2932507,Una,5,Litoral Sul,13,0,30,0,43,13,30,43,0,"1,1139433523",-1,"1,4771212547",-1,"1,6334684556","1,1139433523","1,4771212547","1,6334684556",-1
2932606,Urandi,13,Sertão Produtivo,8,1,12,0,21,9,12,20,1,"0,903089987",0,"1,079181246",-1,"1,3222192947","0,9542425094","1,079181246","1,3010299957",0
2932705,Uruçuca,5,Litoral Sul,9,0,11,0,20,9,11,20,0,"0,9542425094",-1,"1,0413926852",-1,"1,3010299957","0,9542425094","1,0413926852","1,3010299957",-1
2932804,Utinga,3,Chapada Diamantina,4,0,10,0,14,4,10,14,0,"0,6020599913",-1,1,-1,"1,1461280357","0,6020599913",1,"1,1461280357",-1
2932903,Valença,6,Baixo Sul,36,14,56,7,113,50,63,92,21,"1,5563025008","1,1461280357","1,748188027","0,84509804","2,0530784435","1,6989700043","1,7993405495","1,9637878273","1,3222192947"
2933000,Valente,4,Sisal,11,0,16,0,27,11,16,27,0,"1,0413926852",-1,"1,2041199827",-1,"1,4313637642","1,0413926852","1,2041199827","1,4313637642",-1
2933059,Várzea da Roça,15,Bacia do Jacuípe,4,0,10,0,14,4,10,14,0,"0,6020599913",-1,1,-1,"1,1461280357","0,6020599913",1,"1,1461280357",-1
2933109,Várzea do Poço,15,Bacia do Jacuípe,0,0,6,0,6,0,6,6,0,-1,-1,"0,7781512504",-1,"0,7781512504",-1,"0,7781512504","0,7781512504",-1
2933158,Várzea Nova,16,Piemonte da Diamantina,2,0,9,0,11,2,9,11,0,"0,3010299957",-1,"0,9542425094",-1,"1,0413926852","0,3010299957","0,9542425094","1,0413926852",-1
2933174,Varzedo,21,Recôncavo,2,0,8,0,10,2,8,10,0,"0,3010299957",-1,"0,903089987",-1,1,"0,3010299957","0,903089987",1,-1
2933208,Vera Cruz,26,Metropolitano de Salvador,12,0,41,0,53,12,41,53,0,"1,079181246",-1,"1,6127838567",-1,"1,7242758696","1,079181246","1,6127838567","1,7242758696",-1
2933257,Vereda,7,Extremo Sul,4,0,8,0,12,4,8,12,0,"0,6020599913",-1,"0,903089987",-1,"1,079181246","0,6020599913","0,903089987","1,079181246",-1
2933307,Vitória da Conquista,20,Sudoeste Baiano,495,177,367,50,1089,672,417,862,227,"2,6946051989","2,2479732664","2,5646660643","1,6989700043","3,0370278798","2,8273692731","2,620136055","2,9355072658","2,3560258572"
2933406,Wagner,3,Chapada Diamantina,2,0,5,0,7,2,5,7,0,"0,3010299957",-1,"0,6989700043",-1,"0,84509804","0,3010299957","0,6989700043","0,84509804",-1
2933455,Wanderley,11,Bacia do Rio Grande,5,0,12,0,17,5,12,17,0,"0,6989700043",-1,"1,079181246",-1,"1,2304489214","0,6989700043","1,079181246","1,2304489214",-1
2933505,Wenceslau Guimarães,6,Baixo Sul,9,0,23,0,32,9,23,32,0,"0,9542425094",-1,"1,361727836",-1,"1,5051499783","0,9542425094","1,361727836","1,5051499783",-1
2933604,Xique-Xique,1,Irecê,8,1,23,0,32,9,23,31,1,"0,903089987",0,"1,361727836",-1,"1,5051499783","0,9542425094","1,361727836","1,4913616938",0
