Código,Município,Código TI,Território de Identidade,População,QtMédicosSUS,QtMédicosNãoSUS,QtEnfermeirosSUS,QtEnfermeirosNãoSUS,QtProfissionais,Médicos,Enfermeiros,SUS,Não SUS,QtProfissionais/100000Hab,QtMédicos/100000Hab,QtEnfermeiros/100000Hab,QtSUS/100000Hab,QtNãoSUS/100000Hab
2929404,São Miguel das Matas,9,Vale do Jiquiriçá,12092,3,0,7,0,10,3,7,10,0,82.6993053258,24.8097915978,57.8895137281,82.6993053258,0
2929503,São Sebastião do Passé,26,Metropolitano de Salvador,45827,3,3,26,0,32,6,26,29,3,69.8278307548,13.0927182665,56.7351124883,63.2814716215,6.5463591333
2929602,Sapeaçu,21,Recôncavo,18114,13,0,22,0,35,13,22,35,0,193.2207132605,71.7676934967,121.4530197637,193.2207132605,0
2929701,Sátiro Dias,18,Litoral Norte e Agreste Baiano,20429,4,0,7,0,11,4,7,11,0,53.8450242303,19.580008811,34.2650154193,53.8450242303,0
2929750,Saubara,21,Recôncavo,12380,23,0,9,0,32,23,9,32,0,258.4814216478,185.7835218094,72.6978998384,258.4814216478,0
2929800,Saúde,16,Piemonte da Diamantina,13385,9,0,7,0,16,9,7,16,0,119.5367949197,67.2394471423,52.2973477774,119.5367949197,0
2929909,Seabra,3,Chapada Diamantina,45568,11,5,24,1,41,16,25,35,6,89.9754213483,35.1123595506,54.8630617978,76.8082865169,13.1671348315
2930006,Sebastião Laranjeiras,13,Sertão Produtivo,11696,5,0,9,0,14,5,9,14,0,119.6990424077,42.7496580027,76.9493844049,119.6990424077,0
2930105,Senhor do Bonfim,25,Piemonte Norte do Itapicuru,81218,5,15,18,1,39,20,19,23,16,48.0189120638,24.6250831097,23.3938289542,28.3188455761,19.7000664877
2930154,Serra do Ramalho,2,Velho Chico,32991,36,0,13,0,49,36,13,49,0,148.5253554,109.1206692734,39.4046861265,148.5253554,0
2930204,Sento Sé,10,Sertão do São Francisco,41891,8,0,11,0,19,8,11,19,0,45.3558043494,19.0971807787,26.2586235707,45.3558043494,0
2930303,Serra Dourada,23,Bacia do Rio Corrente,18320,62,0,13,0,75,62,13,75,0,409.3886462882,338.4279475983,70.96069869,409.3886462882,0
2930402,Serra Preta,15,Bacia do Jacuípe,16036,6,0,10,0,16,6,10,16,0,99.7755051135,37.4158144176,62.3596906959,99.7755051135,0
2930501,Serrinha,4,Sisal,83088,5,9,63,1,78,14,64,68,10,93.8763720393,16.8496052378,77.0267668015,81.8409397266,12.0354323127
2930600,Serrolândia,16,Piemonte da Diamantina,13832,10,0,7,0,17,10,7,17,0,122.9034123771,72.2961249277,50.6072874494,122.9034123771,0
2930709,Simões Filho,26,Metropolitano de Salvador,136050,1,6,51,1,59,7,52,52,7,43.3664094083,5.1451672179,38.2212421904,38.2212421904,5.1451672179
2930758,Sítio do Mato,2,Velho Chico,13437,1,0,15,0,16,1,15,16,0,119.0741981097,7.4421373819,111.6320607278,119.0741981097,0
2930766,Sítio do Quinto,17,Semiárido Nordeste II,11283,8,0,6,0,14,8,6,14,0,124.080475051,70.9031286005,53.1773464504,124.080475051,0
2930774,Sobradinho,10,Sertão do São Francisco,23713,2,0,13,0,15,2,13,15,0,63.2564416143,8.4341922152,54.8222493991,63.2564416143,0
2930808,Souto Soares,3,Chapada Diamantina,17503,3,0,10,0,13,3,10,13,0,74.2729817746,17.1399188711,57.1330629035,74.2729817746,0
2930907,Tabocas do Brejo Velho,23,Bacia do Rio Corrente,13057,9,0,11,0,20,9,11,20,0,153.1745423911,68.928544076,84.2459983151,153.1745423911,0
2931004,Tanhaçu,13,Sertão Produtivo,21315,4,0,11,0,15,4,11,15,0,70.3729767769,18.7661271405,51.6068496364,70.3729767769,0
2931053,Tanque Novo,13,Sertão Produtivo,17884,143,0,12,0,155,143,12,155,0,866.6964884813,799.5974055021,67.0990829792,866.6964884813,0
2931103,Tanquinho,19,Portal do Sertão,8232,4,0,3,0,7,4,3,7,0,85.0340136054,48.5908649174,36.443148688,85.0340136054,0
2931202,Taperoá,6,Baixo Sul,21462,9,0,11,0,20,9,11,20,0,93.1879601156,41.934582052,51.2533780636,93.1879601156,0
2931301,Tapiramutá,14,Piemonte do Paraguaçu,17845,7,0,4,1,12,7,5,11,1,67.2457270944,39.2266741384,28.019052956,61.6419165032,5.6038105912
2931350,Teixeira de Freitas,7,Extremo Sul,161690,6,50,123,26,205,56,149,129,76,126.7858247263,34.6341765106,92.1516482157,79.7822994619,47.0035252644
2931400,Teodoro Sampaio,19,Portal do Sertão,7936,9,0,5,0,14,9,5,14,0,176.4112903226,113.4072580645,63.0040322581,176.4112903226,0
2931509,Teofilândia,4,Sisal,23378,20,1,12,0,33,21,12,32,1,141.158354008,89.8280434597,51.3303105484,136.880828129,4.277525879
2931608,Teolândia,6,Baixo Sul,15357,10,0,10,0,20,10,10,20,0,130.2337696165,65.1168848082,65.1168848082,130.2337696165,0
2931707,Terra Nova,19,Portal do Sertão,13536,11,0,7,0,18,11,7,18,0,132.9787234043,81.2647754137,51.7139479905,132.9787234043,0
2931806,Tremedal,20,Sudoeste Baiano,17700,4,0,18,0,22,4,18,22,0,124.2937853107,22.5988700565,101.6949152542,124.2937853107,0
2931905,Tucano,4,Sisal,52540,4,0,31,0,35,4,31,35,0,66.6159116863,7.6132470499,59.0026646365,66.6159116863,0
2932002,Uauá,10,Sertão do São Francisco,25773,3,0,10,0,13,3,10,13,0,50.4403833469,11.6400884647,38.8002948822,50.4403833469,0
2932101,Ubaíra,9,Vale do Jiquiriçá,20800,3,0,13,0,16,3,13,16,0,76.9230769231,14.4230769231,62.5,76.9230769231,0
2932200,Ubaitaba,5,Litoral Sul,20489,8,0,10,0,18,8,10,18,0,87.8520181561,39.0453414027,48.8066767534,87.8520181561,0
2932309,Ubatã,22,Médio Rio de Contas,27527,7,0,16,0,23,7,16,23,0,83.5543284775,25.4295782323,58.1247502452,83.5543284775,0
2932408,Uibaí,1,Irecê,14474,8,0,7,0,15,8,7,15,0,103.6341025287,55.2715213486,48.36258118,103.6341025287,0
2932457,Umburanas,16,Piemonte da Diamantina,19522,2,0,6,0,8,2,6,8,0,40.9794078476,10.2448519619,30.7345558857,40.9794078476,0
2932507,Una,5,Litoral Sul,21331,42,1,28,0,71,43,28,70,1,332.848905349,201.58454831,131.2643570391,328.1608925976,4.6880127514
2932606,Urandi,13,Sertão Produtivo,17356,9,0,7,0,16,9,7,16,0,92.187139894,51.8552661904,40.3318737036,92.187139894,0
2932705,Uruçuca,5,Litoral Sul,21711,4,0,10,0,14,4,10,14,0,64.4834415734,18.4238404495,46.0596011239,64.4834415734,0
2932804,Utinga,3,Chapada Diamantina,19780,2,0,12,0,14,2,12,14,0,70.7785642063,10.111223458,60.6673407482,70.7785642063,0
2932903,Valença,6,Baixo Sul,98749,5,8,46,5,64,13,51,51,13,64.810782894,13.1646902753,51.6460926187,51.6460926187,13.1646902753
2933000,Valente,4,Sisal,28743,4,0,14,0,18,4,14,18,0,62.623943221,13.9164318269,48.7075113941,62.623943221,0
2933059,Várzea da Roça,15,Bacia do Jacuípe,14662,10,0,6,0,16,10,6,16,0,109.1256308826,68.2035193016,40.922111581,109.1256308826,0
2933109,Várzea do Poço,15,Bacia do Jacuípe,9449,4,0,4,0,8,4,4,8,0,84.66504392,42.33252196,42.33252196,84.66504392,0
2933158,Várzea Nova,16,Piemonte da Diamantina,13454,421,0,10,0,431,421,10,431,0,3203.5082503345,3129.1809127397,74.3273375948,3203.5082503345,0
2933174,Varzedo,21,Recôncavo,9375,4,0,6,0,10,4,6,10,0,106.6666666667,42.6666666667,64,106.6666666667,0
2933208,Vera Cruz,26,Metropolitano de Salvador,43640,9,0,31,0,40,9,31,40,0,91.6590284143,20.6232813932,71.0357470211,91.6590284143,0
2933257,Vereda,7,Extremo Sul,6620,10,0,8,0,18,10,8,18,0,271.9033232628,151.0574018127,120.8459214502,271.9033232628,0
2933307,Vitória da Conquista,20,Sudoeste Baiano,348718,11,163,279,37,490,174,316,290,200,140.5146852184,49.8970514857,90.6176337327,83.1617524762,57.3529327422
2933406,Wagner,3,Chapada Diamantina,9753,0,0,5,0,5,0,5,5,0,51.266277043,0,51.266277043,51.266277043,0
2933455,Wanderley,11,Bacia do Rio Grande,12935,0,0,13,0,13,0,13,13,0,100.5025125628,0,100.5025125628,100.5025125628,0
2933505,Wenceslau Guimarães,6,Baixo Sul,22365,0,0,20,0,20,0,20,20,0,89.4254415381,0,89.4254415381,89.4254415381,0
2933604,Xique-Xique,1,Irecê,48365,0,0,20,0,20,0,20,20,0,41.3522175127,0,41.3522175127,41.3522175127,0
